"Colony","Date","Bee","Entrance_minute","Entrance_second","Danced","Decimal_entrance_time","Total_runs","Trial","Day","Scent","Treatment","Setup","Site","Density","Flower_number","Array_time","Duration"
"7B","7/20/22","FY_7B",13,34,1,13.5666666666667,5,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",9,51
"7B","7/20/22","FY_7B",19,15,1,19.25,11,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",9,51
"7B","7/20/22","FY_7B",24,53,1,24.8833333333333,1,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",9,51
"7B","7/20/22","FY_7B",31,10,0,31.1666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",9,51
"7B","7/20/22","FY_7B",37,57,0,37.95,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",9,51
"7B","7/20/22","FY_7B",43,0,0,43,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",9,51
"7B","7/20/22","FY_7B",48,31,0,48.5166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",9,51
"7B","7/20/22","FY_7B",55,18,1,55.3,13,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",9,51
"7B","7/20/22","PY.a_7B",20,26,0,20.4333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","FYR_7B",12,41,0,12.6833333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","FYR_7B",20,30,0,20.5,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","FYR_7B",28,37,1,28.6166666666667,1,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","FYR_7B",37,6,0,37.1,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","FYR_7B",46,52,1,46.8666666666667,8,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","FYR_7B",55,12,0,55.2,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","FYY_7B",12,50,0,12.8333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/20/22","FYY_7B",18,55,0,18.9166666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/20/22","FYY_7B",27,24,0,27.4,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/20/22","FYY_7B",32,3,1,32.05,4,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/20/22","FYY_7B",36,10,1,36.1666666666667,8,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/20/22","FYY_7B",41,1,0,41.0166666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/20/22","FYY_7B",45,24,1,45.4,4,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/20/22","FYY_7B",49,1,1,49.0166666666667,16,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/20/22","FYY_7B",53,16,1,53.2666666666667,24,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/20/22","FYY_7B",57,53,1,57.8833333333333,23,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/20/22","GGW_7B",13,52,0,13.8666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GGW_7B",18,38,0,18.6333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GGW_7B",22,29,0,22.4833333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GGW_7B",26,4,1,26.0666666666667,4,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GGW_7B",30,29,0,30.4833333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GGW_7B",34,35,1,34.5833333333333,8,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GGW_7B",38,10,0,38.1666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GGW_7B",42,17,0,42.2833333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GGW_7B",46,6,1,46.1,34,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GGW_7B",50,59,0,50.9833333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GGW_7B",54,56,1,54.9333333333333,54,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/20/22","GP.a_7B",7,52,0,7.86666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","GP.a_7B",12,43,0,12.7166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","GP.a_7B",17,18,0,17.3,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","GP.a_7B",21,47,0,21.7833333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","GP.a_7B",27,0,0,27,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","GP.a_7B",37,19,0,37.3166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","GP.a_7B",43,5,0,43.0833333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","OB_7B",8,12,1,8.2,1,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","OB_7B",14,11,0,14.1833333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","OB_7B",22,13,0,22.2166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","OB_7B",30,10,1,30.1666666666667,5,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","OB_7B",37,43,1,37.7166666666667,15,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","OB_7B",44,43,1,44.7166666666667,26,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","OB_7B",52,28,1,52.4666666666667,37,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","OF.a_7B",30,58,0,30.9666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",11,49
"7B","7/20/22","OF.a_7B",42,58,1,42.9666666666667,6,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",11,49
"7B","7/20/22","OF.a_7B",48,40,0,48.6666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",11,49
"7B","7/20/22","OF.a_7B",53,46,0,53.7666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",11,49
"7B","7/20/22","OF.a_7B",59,6,1,59.1,9,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",11,49
"7B","7/20/22","OW_7B",30,2,0,30.0333333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","OW_7B",35,15,1,35.25,1,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","OW_7B",41,2,0,41.0333333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","OW_7B",46,54,0,46.9,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","OW_7B",52,54,1,52.9,6,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","OW_7B",58,45,1,58.75,14,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","OWW_7B",9,12,0,9.2,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",19,17,0,19.2833333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",24,46,0,24.7666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",28,38,0,28.6333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",32,18,0,32.3,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",36,16,0,36.2666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",40,13,0,40.2166666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",43,32,0,43.5333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",47,14,1,47.2333333333333,7,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",50,52,0,50.8666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",54,41,0,54.6833333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","OWW_7B",58,31,0,58.5166666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","PBB_7B",17,32,0,17.5333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","PBB_7B",22,55,0,22.9166666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","PBB_7B",27,20,0,27.3333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","PBB_7B",33,18,1,33.3,26,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","PBB_7B",38,39,1,38.65,21,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","PBB_7B",44,5,1,44.0833333333333,28,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","PBB_7B",49,4,1,49.0666666666667,5,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","PBB_7B",53,21,1,53.35,2,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","PBB_7B",58,4,0,58.0666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/20/22","PF_7B",16,5,1,16.0833333333333,1,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",7,53
"7B","7/20/22","PF_7B",33,18,1,33.3,2,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",7,53
"7B","7/20/22","PF_7B",38,44,0,38.7333333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",7,53
"7B","7/20/22","PF_7B",44,4,1,44.0666666666667,11,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",7,53
"7B","7/20/22","PF_7B",49,18,0,49.3,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",7,53
"7B","7/20/22","PF_7B",54,7,0,54.1166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",7,53
"7B","7/20/22","PF_7B",59,0,1,59,23,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",7,53
"7B","7/20/22","PG_7B",5,35,1,5.58333333333333,48,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PG_7B",10,34,1,10.5666666666667,19,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PG_7B",16,26,1,16.4333333333333,14,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PG_7B",22,0,0,22,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PG_7B",26,44,0,26.7333333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PG_7B",31,45,1,31.75,32,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PG_7B",37,26,1,37.4333333333333,11,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PG_7B",42,40,1,42.6666666666667,4,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PG_7B",47,19,0,47.3166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PG_7B",51,56,1,51.9333333333333,14,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PG_7B",57,11,0,57.1833333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","PGG_7B",7,48,1,7.8,20,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","PGG_7B",27,7,0,27.1166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","PGG_7B",33,5,1,33.0833333333333,3,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","PGG_7B",39,18,0,39.3,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","PGG_7B",45,28,0,45.4666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","PGG_7B",51,37,0,51.6166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","PGG_7B",57,54,1,57.9,2,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",6,54
"7B","7/20/22","PO_7B",8,34,0,8.56666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","PO_7B",12,2,1,12.0333333333333,2,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","PO_7B",19,29,0,19.4833333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","PO_7B",27,11,0,27.1833333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","PO_7B",31,6,0,31.1,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","PO_7B",38,36,0,38.6,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","PO_7B",43,4,0,43.0666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","PO_7B",47,1,0,47.0166666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","PO_7B",50,55,0,50.9166666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
