"Colony","Date","Bee","Entrance_minute","Entrance_second","Danced","Decimal_entrance_time","Total_runs","Trial","Day","Scent","Treatment","Setup","Site","Density","Flower_number","Array_time","Duration"
"7B","7/19/22","FYY_7B",30,59,0,30.9833333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","FYY_7B",34,38,1,34.6333333333333,32,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","FYY_7B",38,46,1,38.7666666666667,13,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","FYY_7B",43,7,0,43.1166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","FYY_7B",47,41,0,47.6833333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","FYY_7B",56,19,0,56.3166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","GGW_7B",5,55,0,5.91666666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",2,58
"7B","7/19/22","GGW_7B",20,10,1,20.1666666666667,3,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",2,58
"7B","7/19/22","GGW_7B",25,54,1,25.9,4,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",2,58
"7B","7/19/22","GGW_7B",31,0,1,31,39,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",2,58
"7B","7/19/22","GGW_7B",36,30,1,36.5,4,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",2,58
"7B","7/19/22","GGW_7B",40,18,1,40.3,49,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",2,58
"7B","7/19/22","GGW_7B",46,25,0,46.4166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",2,58
"7B","7/19/22","GGW_7B",50,17,0,50.2833333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",2,58
"7B","7/19/22","GGW_7B",54,31,1,54.5166666666667,34,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",2,58
"7B","7/19/22","GO_7B",4,21,1,4.35,10,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",11,55,1,11.9166666666667,6,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",15,16,0,15.2666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",21,14,0,21.2333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",28,41,1,28.6833333333333,6,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",32,16,0,32.2666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",35,55,1,35.9166666666667,22,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",39,32,1,39.5333333333333,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",43,30,0,43.5,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",46,53,1,46.8833333333333,29,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",51,7,1,51.1166666666667,25,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",55,25,1,55.4166666666667,26,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GO_7B",59,28,1,59.4666666666667,28,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",4,54,1,4.9,11,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",8,49,1,8.81666666666667,6,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",12,41,1,12.6833333333333,25,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",16,56,1,16.9333333333333,45,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",21,39,1,21.65,22,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",29,10,1,29.1666666666667,22,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",33,3,1,33.05,8,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",36,36,1,36.6,54,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",40,56,1,40.9333333333333,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",48,39,0,48.65,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","GP.a_7B",59,21,1,59.35,27,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","OB_7B",12,31,1,12.5166666666667,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OB_7B",17,16,0,17.2666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OB_7B",21,23,0,21.3833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OB_7B",26,53,0,26.8833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OB_7B",30,39,1,30.65,3,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OB_7B",33,53,1,33.8833333333333,28,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OB_7B",38,27,1,38.45,24,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OB_7B",42,52,1,42.8666666666667,23,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OB_7B",47,10,0,47.1666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OB_7B",52,45,0,52.75,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OB_7B",56,46,1,56.7666666666667,21,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OF.a_7B",26,44,1,26.7333333333333,3,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OF.a_7B",34,50,1,34.8333333333333,20,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OF.a_7B",38,37,1,38.6166666666667,4,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OF.a_7B",42,52,1,42.8666666666667,4,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OF.a_7B",46,42,0,46.7,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OF.a_7B",50,27,1,50.45,1,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OF.a_7B",53,52,1,53.8666666666667,12,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OF.a_7B",58,26,1,58.4333333333333,10,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","OW_7B",22,56,0,22.9333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","OW_7B",27,10,0,27.1666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","OW_7B",35,11,0,35.1833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","OW_7B",40,13,0,40.2166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","OW_7B",44,18,1,44.3,14,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","OW_7B",48,11,0,48.1833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","OW_7B",52,27,0,52.45,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","OW_7B",56,42,0,56.7,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","OWW_7B",18,37,0,18.6166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/19/22","OWW_7B",33,14,0,33.2333333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/19/22","OWW_7B",37,32,0,37.5333333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/19/22","OWW_7B",40,55,0,40.9166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/19/22","OWW_7B",44,53,0,44.8833333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/19/22","OWW_7B",48,40,0,48.6666666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/19/22","OWW_7B",52,53,0,52.8833333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/19/22","OWW_7B",56,50,0,56.8333333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/19/22","PBB_7B",16,58,0,16.9666666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","PBB_7B",23,9,0,23.15,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","PBB_7B",30,6,0,30.1,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","PBB_7B",35,39,1,35.65,10,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","PBB_7B",41,19,0,41.3166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","PBB_7B",46,6,0,46.1,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","PBB_7B",50,50,1,50.8333333333333,2,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","PBB_7B",54,56,0,54.9333333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","PBB_7B",59,40,1,59.6666666666667,11,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","PF_7B",24,33,0,24.55,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","PF_7B",31,34,0,31.5666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","PF_7B",36,28,0,36.4666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","PF_7B",44,15,0,44.25,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","PF_7B",51,8,0,51.1333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","PF_7B",56,39,0,56.65,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","PG_7B",26,23,0,26.3833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",9,51
"7B","7/19/22","PG_7B",30,11,0,30.1833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",9,51
"7B","7/19/22","PG_7B",33,38,1,33.6333333333333,9,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",9,51
"7B","7/19/22","PG_7B",37,14,1,37.2333333333333,12,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",9,51
"7B","7/19/22","PG_7B",40,47,1,40.7833333333333,11,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",9,51
"7B","7/19/22","PG_7B",44,9,1,44.15,18,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",9,51
"7B","7/19/22","PG_7B",48,2,1,48.0333333333333,39,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",9,51
"7B","7/19/22","PG_7B",52,13,1,52.2166666666667,40,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",9,51
"7B","7/19/22","PG_7B",56,20,1,56.3333333333333,10,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",9,51
"7B","7/19/22","PG_7B",59,44,1,59.7333333333333,37,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",9,51
"7B","7/19/22","PGG_7B",7,0,0,7,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","PGG_7B",22,14,0,22.2333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","PGG_7B",34,18,0,34.3,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","PGG_7B",43,50,0,43.8333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","PGG_7B",48,24,0,48.4,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","PGG_7B",52,41,0,52.6833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","PO_7B",18,1,0,18.0166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/19/22","PO_7B",39,20,1,39.3333333333333,4,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/19/22","PO_7B",47,13,1,47.2166666666667,9,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/19/22","PO_7B",50,58,1,50.9666666666667,8,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/19/22","PO_7B",59,48,1,59.8,1,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/19/22","PO.a_7B",34,50,1,34.8333333333333,20,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/19/22","PO.a_7B",42,32,0,42.5333333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/19/22","PO.a_7B",46,40,0,46.6666666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/19/22","PO.a_7B",50,34,1,50.5666666666667,1,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/19/22","PO.a_7B",54,26,0,54.4333333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/19/22","PO.a_7B",59,9,0,59.15,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/19/22","POO_7B",10,22,1,10.3666666666667,2,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",22,2,0,22.0333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",26,8,0,26.1333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",29,24,0,29.4,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",32,42,0,32.7,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",36,25,0,36.4166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",40,23,0,40.3833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",43,50,0,43.8333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",47,9,0,47.15,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",50,27,0,50.45,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",54,20,0,54.3333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","POO_7B",57,48,0,57.8,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","PR_7B",7,30,1,7.5,5,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","PR_7B",31,19,0,31.3166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","PR_7B",35,34,0,35.5666666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","PR_7B",39,47,0,39.7833333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","PR_7B",43,25,1,43.4166666666667,18,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","PR_7B",44,43,0,44.7166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","PR_7B",48,55,0,48.9166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","PR_7B",51,59,1,51.9833333333333,21,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","PR_7B",57,20,1,57.3333333333333,4,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","PRR_7B",18,32,0,18.5333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","PRR_7B",29,23,0,29.3833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","PRR_7B",32,46,0,32.7666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","PRR_7B",36,37,0,36.6166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","PRR_7B",40,33,0,40.55,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","PRR_7B",43,56,0,43.9333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","PRR_7B",47,48,0,47.8,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","PRR_7B",51,8,0,51.1333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","PRR_7B",54,28,0,54.4666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","PRR_7B",58,12,1,58.2,5,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","PY.u_7B",4,0,1,4,2,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",7,50,1,7.83333333333333,2,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",11,32,1,11.5333333333333,22,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",15,54,1,15.9,8,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",19,24,1,19.4,14,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",23,25,0,23.4166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",30,57,0,30.95,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",34,6,1,34.1,1,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",37,24,1,37.4,5,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",41,1,0,41.0166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",44,23,0,44.3833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",47,36,0,47.6,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",50,46,1,50.7666666666667,17,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",54,30,1,54.5,21,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.u_7B",58,28,1,58.4666666666667,54,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","PY.v_7B",10,37,1,10.6166666666667,3,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",7,53
"7B","7/19/22","PY.v_7B",28,49,1,28.8166666666667,1,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",7,53
"7B","7/19/22","PY.v_7B",32,26,1,32.4333333333333,37,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",7,53
"7B","7/19/22","PY.v_7B",37,7,1,37.1166666666667,42,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",7,53
"7B","7/19/22","PY.v_7B",41,54,1,41.9,75,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",7,53
"7B","7/19/22","PY.v_7B",46,58,1,46.9666666666667,102,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",7,53
"7B","7/19/22","PY.v_7B",53,9,1,53.15,81,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",7,53
"7B","7/19/22","PY.v_7B",59,24,1,59.4,89,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",7,53
"7B","7/19/22","PY.a_7B",29,10,1,29.1666666666667,7,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","PY.a_7B",33,35,1,33.5833333333333,4,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","PY.a_7B",38,6,0,38.1,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","PY.a_7B",42,28,1,42.4666666666667,2,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","PY.a_7B",46,7,1,46.1166666666667,19,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","PY.a_7B",49,59,0,49.9833333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","PY.a_7B",53,35,1,53.5833333333333,17,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",8,52
"7B","7/19/22","PYY_7B",15,27,1,15.45,1,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","PYY_7B",19,48,0,19.8,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
